"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.664,,10/01/2020,09/30/2021
WA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.906,,10/01/2020,09/30/2021
WA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.099,,10/01/2020,09/30/2021
WA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.999,,10/01/2020,09/30/2021
WA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.623,,10/01/2020,09/30/2021
WA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.887,,10/01/2020,09/30/2021
WA,HAI_3_SIR,SSI - Colon Surgery,0.746,,10/01/2020,09/30/2021
WA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.564,,10/01/2020,09/30/2021
WA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.144,,10/01/2020,09/30/2021
WA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.816,,10/01/2020,09/30/2021
WA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.559,,10/01/2020,09/30/2021
WA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.795,,10/01/2020,09/30/2021
WA,HAI_5_SIR,MRSA Bacteremia,0.669,,10/01/2020,09/30/2021
WA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.515,,10/01/2020,09/30/2021
WA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.593,,10/01/2020,09/30/2021
WA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.553,,10/01/2020,09/30/2021
WI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.677,,10/01/2020,09/30/2021
WI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.870,,10/01/2020,09/30/2021
WI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.769,,10/01/2020,09/30/2021
WI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.801,,10/01/2020,09/30/2021
WI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.995,,10/01/2020,09/30/2021
WI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.894,,10/01/2020,09/30/2021
WI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.761,,10/01/2020,09/30/2021
WI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.048,,10/01/2020,09/30/2021
WI,HAI_3_SIR,SSI - Colon Surgery,0.896,,10/01/2020,09/30/2021
WI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.638,,10/01/2020,09/30/2021
WI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.218,,10/01/2020,09/30/2021
WI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.893,,10/01/2020,09/30/2021
WI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.510,,10/01/2020,09/30/2021
WI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.770,,10/01/2020,09/30/2021
WI,HAI_5_SIR,MRSA Bacteremia,0.630,,10/01/2020,09/30/2021
WI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.606,,10/01/2020,09/30/2021
WI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.696,,10/01/2020,09/30/2021
WI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.650,,10/01/2020,09/30/2021
WV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.084,,10/01/2020,09/30/2021
WV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.412,,10/01/2020,09/30/2021
WV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.240,,10/01/2020,09/30/2021
WV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.561,,10/01/2020,09/30/2021
WV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.767,,10/01/2020,09/30/2021
WV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.658,,10/01/2020,09/30/2021
WV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.816,,10/01/2020,09/30/2021
WV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.338,,10/01/2020,09/30/2021
WV,HAI_3_SIR,SSI - Colon Surgery,1.053,,10/01/2020,09/30/2021
WV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.379,,10/01/2020,09/30/2021
WV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.136,,10/01/2020,09/30/2021
WV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.682,,10/01/2020,09/30/2021
WV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.460,,10/01/2020,09/30/2021
WV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.993,,10/01/2020,09/30/2021
WV,HAI_5_SIR,MRSA Bacteremia,1.711,,10/01/2020,09/30/2021
WV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.705,,10/01/2020,09/30/2021
WV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.838,,10/01/2020,09/30/2021
WV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.769,,10/01/2020,09/30/2021
WY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.921,,10/01/2020,09/30/2021
WY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,2.335,,10/01/2020,09/30/2021
WY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.507,,10/01/2020,09/30/2021
WY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.490,,10/01/2020,09/30/2021
WY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.277,,10/01/2020,09/30/2021
WY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.814,,10/01/2020,09/30/2021
WY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.007,,10/01/2020,09/30/2021
WY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.645,,10/01/2020,09/30/2021
WY,HAI_3_SIR,SSI - Colon Surgery,0.131,,10/01/2020,09/30/2021
WY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.025,,10/01/2020,09/30/2021
WY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.454,,10/01/2020,09/30/2021
WY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.498,,10/01/2020,09/30/2021
WY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.242,,10/01/2020,09/30/2021
WY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.840,,10/01/2020,09/30/2021
WY,HAI_5_SIR,MRSA Bacteremia,0.763,,10/01/2020,09/30/2021
WY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.496,,10/01/2020,09/30/2021
WY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.897,,10/01/2020,09/30/2021
WY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.674,,10/01/2020,09/30/2021
